"campaignid","sample","filename","period","periodtime","family","genus","species","comment","maxn","type","longitude","latitude","date","time","time.out","site","location","status","depth","observer","maxn.complete.yyyymmdd","maxn.checker","successful.count","successful.length","left.cam","right.cam","rear.cam","video.notes","raw.hd","con.hd","forward.habitat.image.saved","backward.habitat.image.saved","habitat.classification","length.analyst","length.complete.date.yyyymmdd","notes"
"2019-08-Ningaloo_stereo-BRUVS","1.01","1.01_L373.avi","1","51.79667","Tetraodontidae","Lagocephalus","sceleratus",NA,2,"new",113.5404917,-22.84786205,12082019,"09:23:00","10:33:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20199826,"Todd","Yes","Yes",373,374,439,"Lifted up 20 mins in. Test Video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Two lat and lons in file given by CSIRO"
"2019-08-Ningaloo_stereo-BRUVS","1.02","1.02_L369.avi","1","31.56667","Carangidae","Carangoides","chrysophrys",NA,2,"new",113.5252875,-22.85016136,12082019,"09:35:00","10:50:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20190912,"Todd","Yes","Yes",369,370,422,"Easy test video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.02","1.02_L369.avi","1","23.60533","Lethrinidae","Gymnocranius","grandoculis",NA,2,"new",113.5252875,-22.85016136,12082019,"09:35:00","10:50:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20190912,"Todd","Yes","Yes",369,370,422,"Easy test video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.02","1.02_L369.avi","1","36.12","Lutjanidae","Pristipomoides","multidens",NA,3,"new",113.5252875,-22.85016136,12082019,"09:35:00","10:50:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20190912,"Todd","Yes","Yes",369,370,422,"Easy test video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.02","1.02_L369.avi","1","2.728","Microdesmidae","Gunnellichthys","monostigma",NA,1,"new",113.5252875,-22.85016136,12082019,"09:35:00","10:50:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20190912,"Todd","Yes","Yes",369,370,422,"Easy test video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.02","1.02_L369.avi","1","35.42867","Sparidae","Argyrops","spinifer",NA,6,"new",113.5252875,-22.85016136,12082019,"09:35:00","10:50:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20190912,"Todd","Yes","Yes",369,370,422,"Easy test video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.02","1.02_L369.avi","1","9.58667","Synodontidae","Saurida","undosquamis",NA,2,"new",113.5252875,-22.85016136,12082019,"09:35:00","10:50:00",1,"Ningaloo Marine Park",NA,"?","Brooke Gibbons",20190912,"Todd","Yes","Yes",369,370,422,"Easy test video. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","54.28667","Balistidae","Abalistes","filamentosus",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","41.62133","Carangidae","Carangoides","chrysophrys",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","19.39267","Carangidae","Decapterus","spp",NA,2,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","44.46133","Carangidae","Seriola","dumerili",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","44.58867","Carangidae","Seriola","rivoliana",NA,2,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","16.83333","Echeneidae","Echeneis","naucrates",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","25.72867","Lethrinidae","Gymnocranius","grandoculis","Very Not Sure",1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","16.63733","Lethrinidae","Lethrinus","miniatus",NA,3,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","31.11667","Lethrinidae","Lethrinus","rubrioperculatus",NA,2,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","17.56533","Lutjanidae","Pristipomoides","filamentosus","Very Not Sure",1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","2.57","Lutjanidae","Pristipomoides","multidens",NA,4,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","36.85067","Mullidae","Parupeneus","spilurus",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","29.75733","Pinguipedidae","Parapercis","nebulosa",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.03","1.03_L367.avi","1","43.3","Synodontidae","Saurida","undosquamis",NA,1,"legacy",113.51304,-22.84437,12082019,"09:43:00","10:59:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190829,"Todd","Yes","Yes",367,368,420,"Hammer after 60 mins. On backwards photos too. Converted wrong.",1,"1","Yes","Yes",20200304,"Charlotte Aston",20200409,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","27.93067","Balistidae","Abalistes","filamentosus",NA,1,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","31.22333","Carangidae","Carangoides","chrysophrys",NA,1,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","59.05267","Carangidae","Decapterus","spp",NA,2,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","39.62533","Labridae","Bodianus","solatus",NA,2,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","57.59267","Lethrinidae","Gymnocranius","grandoculis",NA,2,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","41.34267","Lethrinidae","Lethrinus","miniatus",NA,2,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","33.84267","Lethrinidae","Lethrinus","rubrioperculatus",NA,3,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","32.834","Lutjanidae","Pristipomoides","multidens",NA,8,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","39.62133","Mullidae","Parupeneus","spilurus",NA,1,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","58.264","Rachycentridae","Rachycentron","canadum",NA,1,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","39.51867","Serranidae","Epinephelus","areolatus",NA,2,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.04","1.04_L375.avi","1","33.496","Triakidae","Mustelus","ravidus",NA,1,"new",113.5183981,-22.8402743,12082019,"09:51:00","11:13:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd","Yes","Yes",375,376,440,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","42.24733","Carangidae","Carangoides","chrysophrys",NA,1,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","55.204","Carangidae","Decapterus","spp",NA,4,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","39.916","Labridae","Bodianus","solatus",NA,1,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","29.466","Lethrinidae","Gymnocranius","grandoculis",NA,6,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","59.87933","Lethrinidae","Lethrinus","miniatus",NA,4,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","23.948","Lethrinidae","Lethrinus","rubrioperculatus",NA,5,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","40.582","Lutjanidae","Pristipomoides","multidens",NA,6,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","29.77467","Mullidae","Parupeneus","spilurus",NA,1,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","47.494","Scombridae","Scomberomorus","commerson",NA,1,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","20.752","Serranidae","Epinephelus","areolatus",NA,1,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.05","1.05_L371.avi","1","41.938","Synodontidae","Saurida","undosquamis",NA,1,"legacy",113.51601,-22.83417,12082019,"09:58:00","11:20:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190904,"Todd. Can't measure Decapterus or commerson","Yes","No",372,371,564,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,"Measurements accepted with high RMS"
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","29.63133","Balistidae","Abalistes","filamentosus",NA,2,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","18.36667","Carangidae","Carangoides","chrysophrys",NA,2,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","9.322","Carangidae","Decapterus","spp",NA,3,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","32.944","Carcharhinidae","Carcharhinus","plumbeus",NA,1,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","20.50733","Labridae","Bodianus","solatus",NA,1,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","56.38933","Lethrinidae","Gymnocranius","euanus",NA,2,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","44.59733","Lethrinidae","Gymnocranius","grandoculis",NA,3,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","14.276","Lethrinidae","Lethrinus","rubrioperculatus",NA,7,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","40.07933","Lutjanidae","Lutjanus","sebae",NA,1,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","41.164","Lutjanidae","Pristipomoides","multidens",NA,13,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
"2019-08-Ningaloo_stereo-BRUVS","1.06","1.06_L378.avi","1","43.25267","Lutjanidae","Pristipomoides","typus",NA,1,"new",113.523387,-22.83153691,12082019,"10:06:00","11:31:00",1,"Ningaloo Marine Park",NA,"?","Charlotte Aston",20190911,"Todd ","Yes","Yes",378,377,423,"",1,"1","Yes","Yes",20200304,"Charlotte Aston",20191202,""
